0,3,0,'<p>Los niños disfrutaron del paseo mucho más que yo.</p>'
1,3,0,'<p>Mucho ruido y pocas nueces.</p>'
2,3,0,'<p>De lo que no se sabe es mejor callar.</p>'
3,3,0,'<p>Quien mal anda mal acaba.</p>'
4,3,0,'<p>Chancho limpio nunca engorda.</p>'
5,3,0,'<p>La guadaña es el símbolo de la muerte.</p>'
6,3,0,'<p>Baco es el Dios del vino.</p>'
7,3,0,'<p>Pedro es el único actor de la novela.</p>'
8,3,0,'<p>A la isla se puede llegar solamente por avión.</p>'
9,3,0,'<p>Juan se dislocó el hombro por tercera vez.</p>'
10,0,0,'<p>Quien mucho abarca poco aprieta.</p>'
11,0,0,'<p>En casa de herrero cuchillo de palo.</p>'
12,0,0,'<p>Al mal tiempo buena cara.</p>'
13,0,0,'<p>Cuando hay hambre no hay pan duro.</p>'
14,0,0,'<p>Dios le da pan a quien no tiene dientes.</p>'
15,0,0,'<p>A palabras necias, oídos sordos.</p>'
16,0,0,'<p>Ojos que no ven corazón que no siente.</p>'
17,0,0,'<p>Al que madruga Dios lo ayuda.</p>'
18,0,0,'<p>A caballo regalado no se le miran los dientes.</p>'
19,0,0,'<p>Más vale pájaro en mano, que cien volando.</p>'
20,0,0,'<p>Haz el bien sin mirar a quién.</p>'
21,0,0,'<p>Hombre prevenido vale por dos.</p>'
22,0,0,'<p>En boca cerrada no entran moscas.</p>'
23,0,0,'<p>No por mucho madrugar amanece más temprano.</p>'
24,0,0,'<p>No dejes para mañana lo que puedas hacer hoy.</p>'
25,0,0,'<p>No hay mal que por bien no venga.</p>'
26,0,0,'<p>En el país de los ciegos el tuerto es Rey.</p>'
27,0,0,'<p>Al que quiere celeste que le cueste.</p>'
28,0,0,'<p>Sobre gustos no hay nada escrito.</p>'
29,0,0,'<p>Dime con quién andas y te diré quién eres.</p>'
30,0,0,'<p>No está muerto quien pelea.</p>'
31,0,0,'<p>Agua que no has de beber déjala correr.</p>'
32,0,0,'<p>Haz lo que yo digo mas no lo que yo hago.</p>'
33,0,0,'<p>Cuentas claras conservan la amistad.</p>'
34,0,0,'<p>Hablando de Roma el burro se asoma.</p>'
35,0,0,'<p>Mejor solo que mal acompañado.</p>'
36,0,0,'<p>El diablo sabe más por viejo que por diablo.</p>'
37,0,0,'<p>El que a hierro mata a hierro muere.</p>'
38,0,0,'<p>Tanto va el cántaro a la fuente, que al final se rompe.</p>'
39,0,0,'<p>Aunque la mona se vista de seda, mona queda.</p>'
40,0,0,'<p>A buen entendedor pocas palabras.</p>'
41,0,0,'<p>El que ríe último ríe mejor.</p>'
42,0,0,'<p>Es mejor prevenir que curar.</p>'
43,0,0,'<p>No todo lo que brilla es oro.</p>'
44,0,0,'<p>El ojo del amo engorda el ganado.</p>'
45,0,0,'<p>En todas partes se cuecen habas.</p>'
46,0,0,'<p>Donde manda capitán no manda marinero.</p>'
47,0,0,'<p>Mal de muchos consuelo de tontos.</p>'
48,0,0,'<p>Cría cuervos y te sacarán los ojos.</p>'
49,0,0,'<p>No hay que pedirle peras al Olmo.</p>'
50,1,0,'<p>Aquiles luchó en la Guerra de Troya.</p>'
51,1,0,'<p>En Alaska las temperaturas son muy bajas.</p>'
52,1,0,'<p>Todos los caminos conducen a Roma.</p>'
53,1,0,'<p>En Alemania tiraron el muro de Berlín.</p>'
54,1,0,'<p>Alemania perdió la segunda guerra mundial.</p>'
55,1,0,'<p>A las hojas las amontona el viento.</p>'
56,1,0,'<p>Hay que pensar antes de hablar.</p>'
57,1,0,'<p>El hombre es un animal racional.</p>'
58,1,0,'<p>El perro enterró un hueso en el patio.</p>'
59,1,0,'<p>D'Artagnan era amigo de los tres mosqueteros.</p>'
60,1,0,'<p>No hagas promesas que no puedas cumplir.</p>'
61,1,0,'<p>Ante la duda consulte a su médico.</p>'
62,1,0,'<p>Caminante no hay camino, se hace camino al andar.</p>'
63,1,0,'<p>San Martín cruzó los Andes a caballo.</p>'
64,1,0,'<p>A Rómulo y a Remo los alimentó una loba.</p>'
65,1,0,'<p>Ser o no ser, ésa es la cuestión.</p>'
66,1,0,'<p>El que esté libre de pecado que tire la primer piedra.</p>'
67,1,0,'<p>El mate es originario de la Argentina.</p>'
68,1,0,'<p>Ganarás el pan con el sudor de tu frente.</p>'
69,1,0,'<p>Lucifer es uno de los nombres del diablo.</p>'
70,1,0,'<p>La Pampa tiene el ombú y los Andes la cordillera.</p>'
71,1,0,'<p>A Pinocho le crecía la nariz cada vez que mentía.</p>'
72,1,0,'<p>El Rey Arturo y los caballeros de la mesa redonda.</p>'
73,1,0,'<p>El gato atrapó muchos ratones.</p>'
74,1,0,'<p>En el horno de la panadería cocinan el pan.</p>'
75,1,0,'<p>Los Reyes Magos dejaron regalos para los niños.</p>'
76,1,0,'<p>Mejor no hablar de ciertas cosas.</p>'
77,1,0,'<p>El corazón es un músculo que bombea sangre.</p>'
78,1,0,'<p>Si quieres resultados distintos no hagas siempre lo mismo.</p>'
79,1,0,'<p>Lo esencial es invisible a los ojos.</p>'
80,1,0,'<p>El arco iris se forma luego de la lluvia.</p>'
81,1,0,'<p>No te des por vencido ni aún vencido.</p>'
82,1,0,'<p>Hasta aquí llegó mi amor.</p>'
83,1,0,'<p>El fumar es perjudicial para la salud.</p>'
84,1,0,'<p>Quién se ha tomado todo el vino.</p>'
85,1,0,'<p>En el tambo ordeñan a las vacas.</p>'
86,1,0,'<p>No desearás a la mujer de tu prójimo.</p>'
87,1,0,'<p>Las cosas se hacen bien o no se hacen.</p>'
88,1,0,'<p>Los ateos no creen en Dios.</p>'
89,1,0,'<p>Hoy es noche buena y mañana navidad.</p>'
90,2,0,'<p>En la casa de Juan no hay animales.</p>'
91,2,0,'<p>Javier tiene amigos que son muy raros.</p>'
92,2,0,'<p>Jorge consiguió una beca para estudiar en la universidad.</p>'
93,2,0,'<p>Gustavo encontró una billetera tirada en el bar.</p>'
94,2,0,'<p>Luis miró todo el partido de fútbol.</p>'
95,2,0,'<p>A Mario le gusta ver cine los domingos.</p>'
96,2,0,'<p>La casa de Martín tiene un parque muy grande.</p>'
97,2,0,'<p>Juan no anda bien con su pareja.</p>'
98,2,0,'<p>La película terminó de forma extraña.</p>'
