0,1,0,<p>¡Coronados de gloria vivamos, o juremos con gloria morir!</p> 
1,1,0,<p>¡Felices pascuas! la casa está en orden.</p>
2,1,0,<p>¿A papá mono con bananas verdes?</p>
3,1,0,<p>¿De qué planeta viniste, barrilete cósmico?</p>
4,1,0,<p>¿Qué gusto tiene la sal?</p>
5,1,0,<p>¿Quién te dio vela en este entierro?</p>
6,1,0,<p>A las palabras se las lleva el viento.</p>
7,1,0,<p>Cayó piedra sin llover.</p>
8,1,0,<p>Chancho limpio nunca engorda.</p>
9,1,0,<p>Cocodrilo que se duerme es cartera.</p>
10,1,0,<p>Como te ven te tratan, si te ven mal te maltratan.</p>
11,1,0,<p>Como te ven te tratan. Si te ven mal, te maltratan.</p>
12,1,0,<p>Con una mano atrás y otra adelante.</p>
13,1,0,<p>Cortito como patada de chancho.</p>
14,1,0,<p>Cuando el gato no está, los ratones hacen fiesta.</p>
15,1,0,<p>Cuando la limosna es grande hasta el santo desconfía.</p>
16,1,0,<p>Cuatro ojos ven más que dos.</p>
17,1,0,<p>De noche todos los gatos son pardos.</p>
18,1,0,<p>Del dicho al hecho hay un largo trecho.</p>
19,1,0,<p>Dicen que soy aburrido.</p>
20,1,0,<p>Dicen que soy aburrido.</p>
21,1,0,<p>Dios los cría y el viento los amontona.</p>
22,1,0,<p>Disfrutá cada día como si fuera el último.</p>
23,1,0,<p>Donde hay hambre no hay pan duro.</p>
24,1,0,<p>Donde hubo fuego cenizas quedan.</p>
25,1,0,<p>Donde pone el ojo pone la bala.</p>
26,1,0,<p>Dos son compañía, tres son multitud.</p>
27,1,0,<p>El que se fue a Sevilla perdió su silla.</p>
28,1,0,<p>El que come y no convida tiene un sapo en la barriga.</p>
29,1,0,<p>El que depositó dólares recibirá dolares.</p>
30,1,0,<p>El que esté libre de pecado que tire la primera piedra.</p>
31,1,0,<p>El que mucho abarca poco aprieta.</p>
32,1,0,<p>El que no arriesga no gana.</p>
33,1,0,<p>El que no llora no mama.</p>
34,1,0,<p>El que se quema con leche, ve una vaca y llora.</p>
35,1,0,<p>El que se va sin que lo echen vuelve sin que lo llamen.</p>
36,1,0,<p>Es pan para hoy y hambre para mañana.</p>
37,1,0,<p>Gato con guantes no caza ratones.</p>
38,1,0,<p>Gracias a la vida que me ha dado tanto.</p>
39,1,0,<p>Hecha la ley, hecha la trampa.</p>
40,1,0,<p>La boca se te haga a un lado.</p>
41,1,0,<p>La casa es chica pero el corazón es grande.</p>
42,1,0,<p>La culpa no es del chancho sino de quien le da de comer.</p>
43,1,0,<p>La mentira tiene patas cortas.</p>
44,1,0,<p>La venganza es un plato que se sirve frío</p>
45,1,0,<p>Le busca la quinta pata al gato.</p>
46,1,0,<p>Los hermanos sean unidos, porque esa es la ley primera.</p>
47,1,0,<p>Más vale maña que fuerza.</p>
48,1,0,<p>Más vale morir de pie que vivir de rodillas.</p>
49,1,0,<p>Más vale solo que mal acompañado.</p>
50,1,0,<p>Me extraña araña que siendo mosca no me conozcas.</p>
51,1,0,<p>No desearás la mujer de tu prójimo.</p>
52,1,0,<p>No hay mal que dure cien años.</p>
53,1,0,<p>No hay peor sordo que el que no quiere oír.</p>
54,1,0,<p>No le eches más leña al fuego.</p>
55,1,0,<p>Pan con pan, comida de sonsos.</p>
56,1,0,<p>Panza llena, corazón contento.</p>
57,1,0,<p>Pibe cantina, de qué te la das.</p>
58,1,0,<p>Quien mal anda mal acaba.</p>
59,1,0,<p>Se quedó sin el pan y sin la torta.</p>
60,1,0,<p>Serás lo que debas ser o no serás nada.</p>
61,1,0,<p>Si hay miseria que no se note.</p>
62,1,0,<p>Si te gusta el durazno, bancate la pelusa.</p>
63,1,0,<p>Síganme, que no los voy a defraudar.</p>
64,1,0,<p>Ya vas a venir con el caballo cansado.</p>
65,1,0,<p>Yerba mala nunca muere.</p>
66,1,0,<p>Yo me equivoqué y pagué, pero la pelota no se mancha.</p>
67,2,0,<p>A Rómulo y a Remo los alimentó una loba.</p>
68,2,0,<p>El corazón es un músculo que bombea sangre.</p>
69,2,0,<p>Si quieres resultados distintos no hagas siempre lo mismo.</p>
70,2,0,<p>San Martín cruzó los Andes a caballo.</p>
71,2,0,<p>Alemania perdió la segunda guerra mundial.</p>
